frame,note,p_spoof_tight,p_spoof_m96
Faye_Dunaway_0001.jpg,ok,0.3352,0.4329
Faye_Dunaway_0002.jpg,ok,0.4238,0.4108
Faye_Dunaway_0003.jpg,ok,0.3467,0.4247
Faye_Wong_0001.jpg,ok,0.4579,0.5339
Fayssal_Mekdad_0001.jpg,ok,0.4060,0.4960
Fayssal_Mekdad_0002.jpg,ok,0.2530,0.4223
Fayssal_Mekdad_0003.jpg,ok,0.4361,0.4915
Fayssal_Mekdad_0004.jpg,ok,0.3276,0.4800
Fazal-ur-Rehman_0001.jpg,ok,0.4005,0.4368
Federico_Castelan_Sayre_0001.jpg,ok,0.4976,0.4842
Federico_Fellini_0001.jpg,ok,0.4158,0.5380
Federico_Trillo_0001.jpg,ok,0.4789,0.4953
Federico_Trillo_0002.jpg,ok,0.4587,0.4430
Federico_Trillo_0003.jpg,ok,0.4144,0.4706
Feliciano_Lopez_0001.jpg,ok,0.5112,0.4766
Felicity_Huffman_0001.jpg,ok,0.3850,0.3406
Felipe_De_Borbon_0001.jpg,ok,0.4527,0.4059
Felipe_Fernandez_0001.jpg,ok,0.4611,0.3806
Felipe_Perez_Roque_0001.jpg,ok,0.2576,0.4976
Felipe_Perez_Roque_0002.jpg,ok,0.3951,0.4820
Felipe_Perez_Roque_0003.jpg,ok,0.4963,0.5132
Felipe_Perez_Roque_0004.jpg,ok,0.4786,0.4483
Felix_Doh_0001.jpg,ok,0.4149,0.4413
Felix_Mantilla_0001.jpg,ok,0.3817,0.4879
Felix_Mantilla_0002.jpg,ok,0.4635,0.5023
Felix_Sanchez_0001.jpg,ok,0.3323,0.3296
Felix_Trinidad_0001.jpg,ok,0.4565,0.4692
Ferenc_Madl_0001.jpg,ok,0.4208,0.4903
Ferenc_Madl_0002.jpg,ok,0.4451,0.4829
Fernando_Alonso_0001.jpg,ok,0.4946,0.5145
Fernando_Gonzalez_0001.jpg,ok,0.4844,0.5197
Fernando_Gonzalez_0002.jpg,ok,0.4076,0.5171
Fernando_Gonzalez_0003.jpg,ok,0.4080,0.5284
Fernando_Gonzalez_0004.jpg,ok,0.4818,0.4765
Fernando_Gonzalez_0005.jpg,ok,0.5061,0.4978
Fernando_Gonzalez_0006.jpg,ok,0.4750,0.5126
Fernando_Gonzalez_0007.jpg,ok,0.3959,0.4852
Fernando_Gonzalez_0008.jpg,ok,0.4571,0.5055
Fernando_Gonzalez_0009.jpg,ok,0.4736,0.4726
Fernando_Henrique_Cardoso_0001.jpg,ok,0.4774,0.5279
Fernando_Henrique_Cardoso_0002.jpg,ok,0.4247,0.4295
Fernando_Henrique_Cardoso_0003.jpg,ok,0.3634,0.4529
Fernando_Henrique_Cardoso_0004.jpg,ok,0.4884,0.4731
Fernando_Henrique_Cardoso_0005.jpg,ok,0.4490,0.4842
Fernando_Henrique_Cardoso_0006.jpg,ok,0.4056,0.3802
Fernando_Henrique_Cardoso_0007.jpg,ok,0.4497,0.4474
Fernando_Henrique_Cardoso_0008.jpg,ok,0.3906,0.4449
Fernando_Hierro_0001.jpg,ok,0.2894,0.4190
Fernando_Leon_de_Aranoa_0001.jpg,ok,0.4570,0.5010
Fernando_Sanz_0001.jpg,ok,0.5214,0.5245
Fernando_Valenzuela_0001.jpg,ok,0.4246,0.4174
Fernando_Vargas_0001.jpg,ok,0.4452,0.4769
Fernando_Vargas_0002.jpg,ok,0.3963,0.4296
Fernando_Vargas_0003.jpg,ok,0.4358,0.4621
Fernando_Vargas_0004.jpg,ok,0.3683,0.3201
Fernando_Velardez_0001.jpg,ok,0.4457,0.4855
Festus_Mogae_0001.jpg,ok,0.4694,0.5055
Fidel_Castro_0001.jpg,ok,0.4694,0.5251
Fidel_Castro_0002.jpg,ok,0.3954,0.4080
Fidel_Castro_0003.jpg,ok,0.3555,0.4282
Fidel_Castro_0004.jpg,ok,0.3546,0.4162
Fidel_Castro_0005.jpg,ok,0.4160,0.5184
Fidel_Castro_0006.jpg,ok,0.5191,0.4867
Fidel_Castro_0007.jpg,ok,0.4100,0.4516
Fidel_Castro_0008.jpg,ok,0.4623,0.4023
Fidel_Castro_0009.jpg,ok,0.4541,0.5181
Fidel_Castro_0010.jpg,ok,0.4260,0.4535
Fidel_Castro_0011.jpg,ok,0.5059,0.5564
Fidel_Castro_0012.jpg,ok,0.4531,0.5252
Fidel_Castro_0013.jpg,ok,0.3399,0.4443
Fidel_Castro_0014.jpg,ok,0.3658,0.4484
Fidel_Castro_0015.jpg,ok,0.3495,0.3883
Fidel_Castro_0016.jpg,ok,0.4876,0.5243
Fidel_Castro_0017.jpg,ok,0.4795,0.4857
Fidel_Castro_0018.jpg,ok,0.4583,0.4155
Fidel_Castro_Daiz-Balart_0001.jpg,ok,0.5077,0.4429
Filip_De_Winter_0001.jpg,ok,0.4552,0.4958
Filippo_Inzaghi_0001.jpg,ok,0.4733,0.5206
Filippo_Inzaghi_0002.jpg,ok,0.5284,0.3942
Filippo_Inzaghi_0003.jpg,ok,0.4916,0.5134
Filippo_Volandri_0001.jpg,ok,0.5463,0.5072
Fiona_Milne_0001.jpg,ok,0.3850,0.4587
Flavia_Delaroli_0001.jpg,ok,0.3415,0.4269
Flavia_Delaroli_0002.jpg,ok,0.4349,0.4412
Flavia_Pennetta_0001.jpg,ok,0.3875,0.4993
Flor_Montulo_0001.jpg,ok,0.6121,0.5851
Flor_Montulo_0002.jpg,ok,0.4503,0.5136
Florecita_Cobian_0001.jpg,ok,0.4211,0.2902
Florencia_Kirchner_0001.jpg,ok,0.4490,0.4563
Florencia_Macri_0001.jpg,ok,0.4820,0.5032
Floyd_Keith_0001.jpg,ok,0.4243,0.4616
Floyd_Mayweather_0001.jpg,ok,0.3981,0.4631
Fran_Drescher_0001.jpg,ok,0.3632,0.4951
Fran_Drescher_0002.jpg,ok,0.4004,0.4092
Frances_Fisher_0001.jpg,ok,0.4065,0.4367
Frances_Fisher_0002.jpg,ok,0.4400,0.4136
Francesco_Totti_0001.jpg,ok,0.4796,0.4722
Francis_Collins_0001.jpg,ok,0.4426,0.4004
Francis_Crick_0001.jpg,ok,0.4658,0.4184
Francis_Ford_Coppola_0001.jpg,ok,0.4435,0.4226
Francis_Ford_Coppola_0002.jpg,ok,0.4274,0.3827
Francis_George_0001.jpg,ok,0.4316,0.4148
Francis_George_0002.jpg,ok,0.4714,0.4885
Francis_Mer_0001.jpg,ok,0.4559,0.4343
Francis_Mer_0002.jpg,ok,0.3988,0.4354
Francis_Ricciardone_0001.jpg,ok,0.3693,0.4147
Francisco_Flores_0001.jpg,ok,0.4799,0.4862
Francisco_Flores_0002.jpg,ok,0.4642,0.3970
Francisco_Flores_0003.jpg,ok,0.3682,0.4495
Francisco_Flores_0004.jpg,ok,0.3294,0.3387
Francisco_Garcia_0001.jpg,ok,0.5181,0.4502
Francisco_Maturana_0001.jpg,ok,0.3605,0.4031
Francisco_Santos_0001.jpg,ok,0.4329,0.5345
Francisco_Urenda_0001.jpg,ok,0.2172,0.2124
Franck_Cerutti_0001.jpg,ok,0.3501,0.3467
Franco_Cangele_0001.jpg,ok,0.5716,0.5393
Franco_Dragone_0001.jpg,ok,0.3931,0.4131
Franco_Dragone_0002.jpg,ok,0.3901,0.4525
Franco_Frattini_0001.jpg,ok,0.3650,0.4796
Francois_Botha_0001.jpg,ok,0.4680,0.5048
Francois_Ozon_0001.jpg,ok,0.3131,0.4010
Francois_Pienaar_0001.jpg,ok,0.4354,0.4409
Frank_Abagnale_Jr_0001.jpg,ok,0.4494,0.3953
Frank_Beamer_0001.jpg,ok,0.4140,0.4949
Frank_Bell_0001.jpg,ok,0.4788,0.4715
Frank_Cassell_0001.jpg,ok,0.2889,0.4128
Frank_Cassell_0002.jpg,ok,0.3555,0.4335
Frank_Cassell_0003.jpg,ok,0.4835,0.4141
Frank_Coraci_0001.jpg,ok,0.3413,0.4379
Frank_Dunham_Jr_0001.jpg,ok,0.4984,0.4736
Frank_Dunham_Jr_0002.jpg,ok,0.4515,0.4331
Frank_Griswold_0001.jpg,ok,0.4613,0.4528
Frank_Griswold_0002.jpg,ok,0.4503,0.4400
Frank_Hilldrup_0001.jpg,ok,0.3863,0.4214
Frank_Hsieh_0001.jpg,ok,0.3761,0.4563
Frank_Keating_0001.jpg,ok,0.4239,0.4128
Frank_Lautenberg_0001.jpg,ok,0.5172,0.4761
Frank_Lautenberg_0002.jpg,ok,0.4624,0.4648
Frank_Marshall_0001.jpg,ok,0.4766,0.4414
Frank_Murkowski_0001.jpg,ok,0.4983,0.4765
Frank_Pallone_0001.jpg,ok,0.4956,0.4412
Frank_Schmoekel_0001.jpg,ok,0.3919,0.4592
Frank_Shea_0001.jpg,ok,0.4069,0.4792
Frank_Sinatra_0001.jpg,ok,0.4537,0.4386
Frank_Solich_0001.jpg,ok,0.3584,0.3479
Frank_Solich_0002.jpg,ok,0.4641,0.4730
Frank_Solich_0003.jpg,ok,0.3499,0.4845
Frank_Solich_0004.jpg,ok,0.3574,0.3920
Frank_Solich_0005.jpg,ok,0.4250,0.4449
Frank_Stallone_0001.jpg,ok,0.4669,0.3602
Frank_Stallone_0002.jpg,ok,0.3861,0.2999
Frank_Taylor_0001.jpg,ok,0.4296,0.4320
Frank_Van_Ecke_0001.jpg,ok,0.4572,0.4509
Frank_Wycheck_0001.jpg,ok,0.3543,0.3676
Frank_Zappa_0001.jpg,ok,0.4330,0.4202
Franklin_Brown_0001.jpg,ok,0.5185,0.4850
Franklin_Damann_0001.jpg,ok,0.3841,0.4800
Franko_Simatovic_0001.jpg,ok,0.3773,0.4768
Franko_Simatovic_0002.jpg,ok,0.5057,0.5365
Franz_Beckenbauer_0001.jpg,ok,0.4677,0.4794
Franz_Beckenbauer_0002.jpg,ok,0.4664,0.4674
Franz_Fischler_0001.jpg,ok,0.4443,0.5178
Franz_Fischler_0002.jpg,ok,0.4992,0.4591
Franz_Fischler_0003.jpg,ok,0.4743,0.4599
Franz_Fischler_0004.jpg,ok,0.4848,0.5023
Franz_Gsell_0001.jpg,ok,0.4776,0.3783
Franz_Muentefering_0001.jpg,ok,0.4687,0.4654
Franz_Muentefering_0002.jpg,ok,0.4490,0.4470
Franz_Muentefering_0003.jpg,ok,0.4273,0.4759
Franz_Muentefering_0004.jpg,ok,0.3339,0.3736
Fred_Durst_0001.jpg,ok,0.3649,0.3545
Fred_Eckhard_0001.jpg,ok,0.4275,0.4068
Fred_Eckhard_0002.jpg,ok,0.4278,0.4057
Fred_Eckhard_0003.jpg,ok,0.4338,0.4694
Fred_Funk_0001.jpg,ok,0.3904,0.4579
Fred_Funk_0002.jpg,ok,0.4582,0.4787
Fred_Huff_0001.jpg,ok,0.3569,0.3973
Fred_Rogers_0001.jpg,ok,0.4181,0.4214
Fred_Swan_0001.jpg,ok,0.4059,0.5125
Fred_Thompson_0001.jpg,ok,0.4696,0.4844
Fred_Thompson_0002.jpg,ok,0.4222,0.4986
Fred_Thompson_0003.jpg,ok,0.4349,0.4480
Fred_Wilpon_0001.jpg,ok,0.4317,0.4516
Freda_Black_0001.jpg,ok,0.3211,0.3563
Freddy_Garcia_0001.jpg,ok,0.5275,0.5167
Freddy_Garcia_0002.jpg,ok,0.4410,0.4676
Freddy_Vasques_Kinchokpe_0001.jpg,ok,0.4975,0.4534
Frederick_Madden_0001.jpg,ok,0.4350,0.4717
Frederique_van_der_Wal_0001.jpg,ok,0.3436,0.3577
Fredric_Seaman_0001.jpg,ok,0.4427,0.5134
Fruit_Chan_0001.jpg,ok,0.4101,0.4037
Fujio_Cho_0001.jpg,ok,0.4654,0.5319
Fujio_Cho_0002.jpg,ok,0.4387,0.4769
Fujio_Cho_0003.jpg,ok,0.4345,0.4522
Fujio_Cho_0004.jpg,ok,0.4120,0.4728
Fujio_Cho_0005.jpg,ok,0.5219,0.5173
Fujio_Cho_0006.jpg,ok,0.4894,0.4848
Fujio_Mitarai_0001.jpg,ok,0.4116,0.4122
GL_Peiris_0001.jpg,ok,0.3993,0.3796
GL_Peiris_0002.jpg,ok,0.4951,0.5317
GL_Peiris_0003.jpg,ok,0.5077,0.5322
GL_Peiris_0004.jpg,ok,0.4475,0.4784
Gabi_Zimmer_0001.jpg,ok,0.3738,0.3558
Gabriel_Batistuta_0001.jpg,ok,0.4401,0.4708
Gabriel_Batistuta_0002.jpg,ok,0.4647,0.4821
Gabriel_Farhi_0001.jpg,ok,0.4219,0.4524
Gabriel_Hughes_0001.jpg,ok,0.4671,0.4535
Gabriel_Jorge_Ferreia_0001.jpg,ok,0.5079,0.5021
Gabriel_Valdes_0001.jpg,ok,0.4493,0.4820
Gabriel_Valdes_0002.jpg,ok,0.4756,0.5207
Gabriella_Bo_0001.jpg,ok,0.3357,0.2337
Gabrielle_Rose_0001.jpg,ok,0.4023,0.4721
Gabrielle_Union_0001.jpg,ok,0.3386,0.3714
Gael_Garcia_Bermal_0001.jpg,ok,0.3698,0.3496
Gala_Leon_Garcia_0001.jpg,ok,0.5028,0.4916
Galen_Rowell_0001.jpg,ok,0.3871,0.5361
Gao_Qiang_0001.jpg,ok,0.3893,0.4602
Gao_Qiang_0002.jpg,ok,0.4242,0.4733
Garry_Alejano_0001.jpg,ok,0.5075,0.4864
Garry_Kasparov_0001.jpg,ok,0.4238,0.4559
Garry_Kasparov_0002.jpg,ok,0.3712,0.4491
Garry_McCoy_0001.jpg,ok,0.3280,0.3990
Garry_Trudeau_0001.jpg,ok,0.4289,0.3848
Garry_Trudeau_0002.jpg,ok,0.3848,0.4573
Garry_Witherall_0001.jpg,ok,0.3595,0.4270
Garth_Drabinsky_0001.jpg,ok,0.3767,0.4431
Gary_Bald_0001.jpg,ok,0.4300,0.4892
Gary_Barnett_0001.jpg,ok,0.5306,0.4424
Gary_Bauer_0001.jpg,ok,0.4258,0.5355
Gary_Bergeron_0001.jpg,ok,0.4112,0.2983
Gary_Bergeron_0002.jpg,ok,0.3781,0.3144
Gary_Bettman_0001.jpg,ok,0.4599,0.5103
Gary_Carter_0001.jpg,ok,0.4026,0.3369
Gary_Carter_0002.jpg,ok,0.3939,0.3706
Gary_Carter_0003.jpg,ok,0.3976,0.4047
Gary_Coleman_0001.jpg,ok,0.4760,0.4200
Gary_Condit_0001.jpg,ok,0.4723,0.4599
Gary_Dellaverson_0001.jpg,ok,0.4857,0.4607
Gary_Doer_0001.jpg,ok,0.4498,0.4219
Gary_Doer_0002.jpg,ok,0.3908,0.4117
Gary_Doer_0003.jpg,ok,0.4911,0.4613
Gary_Forsee_0001.jpg,ok,0.3990,0.4082
Gary_Forsee_0002.jpg,ok,0.5115,0.5110
Gary_Gero_0001.jpg,ok,0.4399,0.4750
Gary_Gitnick_0001.jpg,ok,0.4677,0.4989
Gary_Leon_Ridgway_0001.jpg,ok,0.3622,0.3461
Gary_Locke_0001.jpg,ok,0.4569,0.4326
Gary_Locke_0002.jpg,ok,0.4707,0.4804
Gary_Marshall_0001.jpg,ok,0.4109,0.4875
Gary_Paer_0001.jpg,ok,0.3691,0.4449
Gary_Sayler_0001.jpg,ok,0.3407,0.2852
Gary_Sinise_0001.jpg,ok,0.3020,0.3584
Gary_Stevens_0001.jpg,ok,0.4585,0.4103
Gary_Williams_0001.jpg,ok,0.4611,0.4565
Gary_Williams_0002.jpg,ok,0.4703,0.4554
Gary_Winnick_0001.jpg,ok,0.3412,0.4020
Gary_Winnick_0002.jpg,ok,0.5062,0.5418
Gaston_Gaudio_0001.jpg,ok,0.4960,0.5077
Gavin_Degraw_0001.jpg,ok,0.3521,0.3337
Gavyn_Arthur_0001.jpg,ok,0.4480,0.4304
Gavyn_Davies_0001.jpg,ok,0.4259,0.4242
Gen_Meredith_0001.jpg,ok,0.3967,0.4591
Gene_Autry_0001.jpg,ok,0.4729,0.4620
Gene_Hackman_0001.jpg,ok,0.4588,0.4317
Gene_Keady_0001.jpg,ok,0.4567,0.4742
Gene_Orza_0001.jpg,ok,0.4456,0.4646
Gene_Robinson_0001.jpg,ok,0.4331,0.4741
Gene_Robinson_0002.jpg,ok,0.4811,0.4651
Gene_Robinson_0003.jpg,ok,0.4636,0.4143
Gene_Robinson_0004.jpg,ok,0.4590,0.4394
Gene_Robinson_0005.jpg,ok,0.4696,0.4755
Gene_Sauers_0001.jpg,ok,0.3723,0.4950
Gennifer_Flowers_0001.jpg,ok,0.4788,0.4779
Geno_Auriemma_0001.jpg,ok,0.4151,0.4121
Geno_Auriemma_0002.jpg,ok,0.3105,0.2225
Geoff_Dixon_0001.jpg,ok,0.3102,0.4219
Geoff_Hoon_0001.jpg,ok,0.4162,0.4737
Geoff_Hoon_0002.jpg,ok,0.4538,0.4565
Geoff_Hoon_0003.jpg,ok,0.4011,0.4424
Geoff_Hoon_0004.jpg,ok,0.4687,0.4575
Geoff_Hoon_0005.jpg,ok,0.4095,0.4265
Geoff_Hoon_0006.jpg,ok,0.4438,0.4364
Geoff_Hoon_0007.jpg,ok,0.4535,0.4323
Geoffrey_Davis_0001.jpg,ok,0.3843,0.4438
Geoffrey_Rush_0001.jpg,ok,0.4095,0.3752
George_Allen_0001.jpg,ok,0.4388,0.4590
George_Blaney_0001.jpg,ok,0.4241,0.4461
George_Bovell_0001.jpg,ok,0.4587,0.4217
George_Brumley_0001.jpg,ok,0.4595,0.4257
George_Brumley_0002.jpg,ok,0.4465,0.4049
George_Brumley_III_0001.jpg,ok,0.4924,0.5000
George_Clooney_0001.jpg,ok,0.3120,0.2638
George_Clooney_0002.jpg,ok,0.3831,0.3905
George_Clooney_0003.jpg,ok,0.3903,0.3203
George_Clooney_0004.jpg,ok,0.3319,0.3418
George_Clooney_0005.jpg,ok,0.4475,0.4207
George_Clooney_0006.jpg,ok,0.3634,0.4245
George_Clooney_0007.jpg,ok,0.4453,0.4561
George_Clooney_0008.jpg,ok,0.4153,0.4051
George_Clooney_0009.jpg,ok,0.4105,0.3027
George_Foreman_0001.jpg,ok,0.4451,0.5015
George_Foreman_0002.jpg,ok,0.3417,0.3843
George_Galloway_0001.jpg,ok,0.4454,0.4955
George_Galloway_0002.jpg,ok,0.3333,0.4876
George_Galloway_0003.jpg,ok,0.2864,0.3910
George_Galloway_0004.jpg,ok,0.4903,0.4775
George_Gregan_0001.jpg,ok,0.4065,0.4245
George_HW_Bush_0001.jpg,ok,0.4771,0.4609
George_HW_Bush_0002.jpg,ok,0.4065,0.4700
George_HW_Bush_0003.jpg,ok,0.4509,0.4815
George_HW_Bush_0004.jpg,ok,0.4413,0.4832
George_HW_Bush_0005.jpg,ok,0.4184,0.4215
George_HW_Bush_0006.jpg,ok,0.5768,0.5756
George_HW_Bush_0007.jpg,ok,0.4444,0.4713
George_HW_Bush_0008.jpg,ok,0.4953,0.5164
George_HW_Bush_0009.jpg,ok,0.4719,0.4392
George_HW_Bush_0010.jpg,ok,0.4525,0.4687
George_HW_Bush_0011.jpg,ok,0.4405,0.4334
George_HW_Bush_0012.jpg,ok,0.4254,0.4721
George_HW_Bush_0013.jpg,ok,0.4575,0.5211
George_Harrison_0001.jpg,ok,0.3854,0.4255
George_Karl_0001.jpg,ok,0.3372,0.3844
George_Karl_0002.jpg,ok,0.4628,0.4480
George_Lopez_0001.jpg,ok,0.4694,0.5495
George_Lopez_0002.jpg,ok,0.4034,0.3485
George_Lopez_0003.jpg,ok,0.3035,0.2708
George_Lopez_0004.jpg,ok,0.2967,0.3577
George_Lopez_0005.jpg,ok,0.2834,0.3406
George_Lucas_0001.jpg,ok,0.4930,0.4564
George_Maxwell_Richards_0001.jpg,ok,0.4608,0.4840
George_McCloud_0001.jpg,ok,0.3470,0.3527
George_Murphy_0001.jpg,ok,0.3753,0.3831
George_P_Bush_0001.jpg,ok,0.5127,0.4669
George_P_Bush_0002.jpg,ok,0.5111,0.4773
George_Papandreou_0001.jpg,ok,0.4680,0.4745
George_Papandreou_0002.jpg,ok,0.5070,0.4820
George_Papandreou_0003.jpg,ok,0.4526,0.4798
George_Papandreou_0004.jpg,ok,0.4428,0.4502
George_Pataki_0001.jpg,ok,0.3831,0.4733
George_Pataki_0002.jpg,ok,0.4122,0.5002
George_Pataki_0003.jpg,ok,0.4296,0.4884
George_Pataki_0004.jpg,ok,0.5133,0.4975
George_Pataki_0005.jpg,ok,0.4459,0.4716
George_Plimpton_0001.jpg,ok,0.3813,0.4190
George_Robertson_0001.jpg,ok,0.4604,0.4643
George_Robertson_0002.jpg,ok,0.4662,0.4949
George_Robertson_0003.jpg,ok,0.4997,0.4801
George_Robertson_0004.jpg,ok,0.4986,0.5284
George_Robertson_0005.jpg,ok,0.4183,0.5193
George_Robertson_0006.jpg,ok,0.4955,0.5241
George_Robertson_0007.jpg,ok,0.4811,0.3978
George_Robertson_0008.jpg,ok,0.4367,0.3959
George_Robertson_0009.jpg,ok,0.4484,0.4067
George_Robertson_0010.jpg,ok,0.4609,0.4926
George_Robertson_0011.jpg,ok,0.5078,0.4659
George_Robertson_0012.jpg,ok,0.4335,0.4568
George_Robertson_0013.jpg,ok,0.4637,0.4171
George_Robertson_0014.jpg,ok,0.3792,0.4619
George_Robertson_0015.jpg,ok,0.4700,0.4352
George_Robertson_0016.jpg,ok,0.4538,0.5003
George_Robertson_0017.jpg,ok,0.4329,0.4953
George_Robertson_0018.jpg,ok,0.3780,0.4147
George_Robertson_0019.jpg,ok,0.4238,0.5033
George_Robertson_0020.jpg,ok,0.3888,0.3369
George_Robertson_0021.jpg,ok,0.4764,0.5091
George_Robertson_0022.jpg,ok,0.4589,0.4782
George_Roy_Hill_0001.jpg,ok,0.4025,0.4764
George_Roy_Hill_0002.jpg,ok,0.3976,0.4183
George_Ryan_0001.jpg,ok,0.4930,0.4489
George_Ryan_0002.jpg,ok,0.4677,0.4612
George_Ryan_0003.jpg,ok,0.4677,0.4856
George_Ryan_0004.jpg,ok,0.4354,0.4817
George_Tenet_0001.jpg,ok,0.4545,0.5067
George_Tenet_0002.jpg,ok,0.3318,0.4218
George_Voinovich_0001.jpg,ok,0.3437,0.4831
George_Voinovich_0002.jpg,ok,0.4894,0.4761
George_Voinovich_0003.jpg,ok,0.4180,0.4342
George_W_Bush_0001.jpg,ok,0.4559,0.4692
George_W_Bush_0002.jpg,ok,0.3677,0.4288
George_W_Bush_0003.jpg,ok,0.4590,0.4679
George_W_Bush_0004.jpg,ok,0.4435,0.4239
George_W_Bush_0005.jpg,ok,0.4089,0.4719
George_W_Bush_0006.jpg,ok,0.4193,0.4633
George_W_Bush_0007.jpg,ok,0.3917,0.4242
George_W_Bush_0008.jpg,ok,0.4703,0.4912
George_W_Bush_0009.jpg,ok,0.4394,0.4076
George_W_Bush_0010.jpg,ok,0.4361,0.4618
George_W_Bush_0011.jpg,ok,0.4469,0.4582
George_W_Bush_0012.jpg,ok,0.4136,0.4106
George_W_Bush_0013.jpg,ok,0.4151,0.4415
George_W_Bush_0014.jpg,ok,0.4337,0.4411
George_W_Bush_0015.jpg,ok,0.4443,0.4369
George_W_Bush_0016.jpg,ok,0.4599,0.4736
George_W_Bush_0017.jpg,ok,0.4185,0.4336
George_W_Bush_0018.jpg,ok,0.3781,0.4680
George_W_Bush_0019.jpg,ok,0.4423,0.4443
George_W_Bush_0020.jpg,ok,0.4704,0.4504
George_W_Bush_0021.jpg,ok,0.3993,0.4047
George_W_Bush_0022.jpg,ok,0.4756,0.4910
George_W_Bush_0023.jpg,ok,0.3961,0.4169
George_W_Bush_0024.jpg,ok,0.4450,0.4626
George_W_Bush_0025.jpg,ok,0.4301,0.4363
George_W_Bush_0026.jpg,ok,0.4564,0.4500
George_W_Bush_0027.jpg,ok,0.4184,0.4188
George_W_Bush_0028.jpg,ok,0.4725,0.4389
George_W_Bush_0029.jpg,ok,0.4589,0.4566
George_W_Bush_0030.jpg,ok,0.4628,0.4793
George_W_Bush_0031.jpg,ok,0.4595,0.4547
George_W_Bush_0032.jpg,ok,0.4315,0.4167
George_W_Bush_0033.jpg,ok,0.4444,0.4819
George_W_Bush_0034.jpg,ok,0.4312,0.4721
George_W_Bush_0035.jpg,ok,0.4113,0.4821
George_W_Bush_0036.jpg,ok,0.3924,0.4673
George_W_Bush_0037.jpg,ok,0.4585,0.4699
George_W_Bush_0038.jpg,ok,0.4307,0.4767
George_W_Bush_0039.jpg,ok,0.4592,0.4749
George_W_Bush_0040.jpg,ok,0.4104,0.4256
George_W_Bush_0041.jpg,ok,0.3809,0.4392
George_W_Bush_0042.jpg,ok,0.4452,0.4603
George_W_Bush_0043.jpg,ok,0.4357,0.4379
George_W_Bush_0044.jpg,ok,0.4551,0.4919
George_W_Bush_0045.jpg,ok,0.4577,0.4571
George_W_Bush_0046.jpg,ok,0.4573,0.4475
George_W_Bush_0047.jpg,ok,0.4153,0.5066
George_W_Bush_0048.jpg,ok,0.3928,0.4859
George_W_Bush_0049.jpg,ok,0.4035,0.4451
George_W_Bush_0050.jpg,ok,0.4628,0.4758
George_W_Bush_0051.jpg,ok,0.4624,0.4971
George_W_Bush_0052.jpg,ok,0.4305,0.4992
George_W_Bush_0053.jpg,ok,0.4647,0.4959
George_W_Bush_0054.jpg,ok,0.4702,0.4562
George_W_Bush_0055.jpg,ok,0.4156,0.4433
George_W_Bush_0056.jpg,ok,0.4801,0.4900
George_W_Bush_0057.jpg,ok,0.4521,0.4841
George_W_Bush_0058.jpg,ok,0.2960,0.3911
George_W_Bush_0059.jpg,ok,0.3819,0.4416
George_W_Bush_0060.jpg,ok,0.4906,0.4861
George_W_Bush_0061.jpg,ok,0.5040,0.4831
George_W_Bush_0062.jpg,ok,0.4041,0.4160
George_W_Bush_0063.jpg,ok,0.4449,0.4593
George_W_Bush_0064.jpg,ok,0.4242,0.4461
George_W_Bush_0065.jpg,ok,0.3862,0.4272
George_W_Bush_0066.jpg,ok,0.3882,0.4204
George_W_Bush_0067.jpg,ok,0.4101,0.4869
George_W_Bush_0068.jpg,ok,0.4313,0.4758
George_W_Bush_0069.jpg,ok,0.4346,0.4093
George_W_Bush_0070.jpg,ok,0.4507,0.4695
George_W_Bush_0071.jpg,ok,0.4582,0.4710
George_W_Bush_0072.jpg,ok,0.4291,0.4230
George_W_Bush_0073.jpg,ok,0.4703,0.4660
George_W_Bush_0074.jpg,ok,0.4377,0.4989
George_W_Bush_0075.jpg,ok,0.4201,0.4743
George_W_Bush_0076.jpg,ok,0.4381,0.4665
George_W_Bush_0077.jpg,ok,0.4390,0.4378
George_W_Bush_0078.jpg,ok,0.3883,0.4682
George_W_Bush_0079.jpg,ok,0.4540,0.4710
George_W_Bush_0080.jpg,ok,0.4520,0.4256
George_W_Bush_0081.jpg,ok,0.4570,0.4476
George_W_Bush_0082.jpg,ok,0.3882,0.4908
George_W_Bush_0083.jpg,ok,0.4209,0.4815
George_W_Bush_0084.jpg,ok,0.4124,0.4745
George_W_Bush_0085.jpg,ok,0.4519,0.4606
George_W_Bush_0086.jpg,ok,0.3967,0.4783
George_W_Bush_0087.jpg,ok,0.3754,0.4480
George_W_Bush_0088.jpg,ok,0.4147,0.4733
George_W_Bush_0089.jpg,ok,0.4403,0.4175
George_W_Bush_0090.jpg,ok,0.4303,0.4529
George_W_Bush_0091.jpg,ok,0.4578,0.4929
George_W_Bush_0092.jpg,ok,0.4633,0.4588
George_W_Bush_0093.jpg,ok,0.4317,0.4511
George_W_Bush_0094.jpg,ok,0.4434,0.3626
George_W_Bush_0095.jpg,ok,0.4890,0.5073
George_W_Bush_0096.jpg,ok,0.4812,0.4983
George_W_Bush_0097.jpg,ok,0.4234,0.4407
George_W_Bush_0098.jpg,ok,0.4193,0.4778
George_W_Bush_0099.jpg,ok,0.4663,0.4487
George_W_Bush_0100.jpg,ok,0.4438,0.4087
George_W_Bush_0101.jpg,ok,0.4335,0.4523
George_W_Bush_0102.jpg,ok,0.4702,0.4948
George_W_Bush_0103.jpg,ok,0.4631,0.4701
