camera,segment,kind,frame,score,x1,y1,x2,y2
nexigo,dusk,ir,ir/frame16.pgm,0.3265,168.9,155.0,208.8,194.9
nexigo,dusk,ir,ir/frame17.pgm,0.8919,275.1,133.5,415.0,273.4
nexigo,dusk,ir,ir/frame18.pgm,0.3290,169.3,155.5,208.4,194.6
nexigo,dusk,ir,ir/frame19.pgm,0.9012,275.7,133.6,415.1,273.1
nexigo,dusk,ir,ir/frame20.pgm,0.2985,169.3,155.5,208.1,194.3
nexigo,dusk,ir,ir/frame21.pgm,0.8953,275.0,133.8,415.3,274.1
nexigo,dusk,ir,ir/frame22.pgm,0.3563,169.2,155.0,208.7,194.5
nexigo,dusk,ir,ir/frame23.pgm,0.9112,275.9,133.9,415.2,273.2
nexigo,empty-dusk,rgb,rgb/rgb00.ppm,0.1346,369.2,292.1,430.2,353.1
nexigo,empty-dusk,rgb,rgb/rgb01.ppm,0.1363,94.1,-14.4,174.5,66.0
nexigo,empty-dusk,rgb,rgb/rgb02.ppm,0.1483,352.0,286.9,422.8,357.7
nexigo,empty-dusk,rgb,rgb/rgb03.ppm,0.1676,101.5,183.3,138.6,220.4
nexigo,empty-dusk,rgb,rgb/rgb04.ppm,0.1480,351.6,286.3,423.4,358.0
nexigo,empty-dusk,rgb,rgb/rgb05.ppm,0.1877,351.0,285.9,423.8,358.8
nexigo,empty-dusk,rgb,rgb/rgb06.ppm,0.1501,95.4,-11.8,172.0,64.7
nexigo,empty-dusk,rgb,rgb/rgb07.ppm,0.1873,102.6,184.2,138.4,220.0
nexigo,empty-dusk,ir,ir/frame00.pgm,0.5293,168.0,153.5,209.8,195.3
nexigo,empty-dusk,ir,ir/frame01.pgm,0.3422,163.1,150.3,211.4,198.6
nexigo,empty-dusk,ir,ir/frame02.pgm,0.4703,167.4,152.5,210.6,195.7
nexigo,empty-dusk,ir,ir/frame03.pgm,0.3263,162.3,149.0,213.3,199.9
nexigo,empty-dusk,ir,ir/frame04.pgm,0.2977,184.0,158.6,239.6,214.3
nexigo,empty-dusk,ir,ir/frame05.pgm,0.3450,354.6,212.0,442.1,299.5
nexigo,empty-dusk,ir,ir/frame06.pgm,0.2809,183.5,158.1,239.3,213.9
nexigo,empty-dusk,ir,ir/frame07.pgm,0.3561,164.1,150.3,212.0,198.2
nexigo,empty-dusk,ir,ir/frame08.pgm,0.2743,184.4,159.4,238.9,214.0
nexigo,empty-dusk,ir,ir/frame09.pgm,0.3460,160.7,147.7,213.1,200.1
nexigo,empty-dusk,ir,ir/frame10.pgm,0.3705,166.7,151.7,211.3,196.3
nexigo,empty-dusk,ir,ir/frame11.pgm,0.3202,204.6,59.0,247.0,101.4
nexigo,empty-dusk,ir,ir/frame12.pgm,0.2716,206.3,60.7,271.0,125.3
nexigo,empty-dusk,ir,ir/frame13.pgm,0.3353,205.5,71.4,247.0,112.9
nexigo,empty-dusk,ir,ir/frame14.pgm,0.3451,201.6,55.4,254.3,108.0
nexigo,empty-dusk,ir,ir/frame15.pgm,0.2959,358.1,199.3,442.6,283.8
nexigo,empty-dusk,ir,ir/frame16.pgm,0.2951,202.2,56.5,252.2,106.5
nexigo,empty-dusk,ir,ir/frame17.pgm,0.3372,205.9,58.9,247.5,100.5
nexigo,empty-dusk,ir,ir/frame18.pgm,0.3303,204.8,58.8,249.8,103.9
nexigo,empty-dusk,ir,ir/frame19.pgm,0.2784,358.2,200.5,441.9,284.1
nexigo,empty-dusk,ir,ir/frame20.pgm,0.3163,204.2,58.2,250.9,104.9
nexigo,empty-dusk,ir,ir/frame21.pgm,0.3099,357.2,198.6,443.4,284.8
nexigo,empty-dusk,ir,ir/frame22.pgm,0.2373,201.7,55.9,252.9,107.1
nexigo,empty-dusk,ir,ir/frame23.pgm,0.2589,204.6,69.4,249.1,113.9
nexigo,empty-lit,rgb,rgb/rgb00.ppm,0.3275,371.2,277.3,459.4,365.5
nexigo,empty-lit,rgb,rgb/rgb01.ppm,0.3280,370.6,276.5,459.8,365.7
nexigo,empty-lit,rgb,rgb/rgb02.ppm,0.3200,371.5,277.1,459.7,365.4
nexigo,empty-lit,rgb,rgb/rgb03.ppm,0.3068,371.4,277.2,459.6,365.3
nexigo,empty-lit,rgb,rgb/rgb04.ppm,0.3441,373.1,278.3,458.4,363.5
nexigo,empty-lit,rgb,rgb/rgb05.ppm,0.3180,370.6,276.7,459.6,365.7
nexigo,empty-lit,rgb,rgb/rgb06.ppm,0.3262,369.5,276.1,459.9,366.5
nexigo,empty-lit,rgb,rgb/rgb07.ppm,0.2301,373.0,278.7,457.9,363.6
nexigo,empty-lit,ir,ir/frame00.pgm,0.2815,344.7,158.7,430.0,244.0
nexigo,empty-lit,ir,ir/frame01.pgm,0.3044,208.3,73.1,246.1,110.9
nexigo,empty-lit,ir,ir/frame02.pgm,0.2787,341.9,155.4,433.6,247.1
nexigo,empty-lit,ir,ir/frame03.pgm,0.3017,207.5,72.3,246.3,111.1
nexigo,empty-lit,ir,ir/frame04.pgm,0.4275,205.0,59.8,249.2,104.0
nexigo,empty-lit,ir,ir/frame05.pgm,0.3278,207.5,72.0,246.9,111.4
nexigo,empty-lit,ir,ir/frame06.pgm,0.3790,204.2,58.4,250.3,104.5
nexigo,empty-lit,ir,ir/frame07.pgm,0.3648,207.2,61.5,245.1,99.4
nexigo,empty-lit,ir,ir/frame08.pgm,0.4340,205.4,60.1,249.2,103.9
nexigo,empty-lit,ir,ir/frame09.pgm,0.3139,206.8,72.8,246.0,112.0
nexigo,empty-lit,ir,ir/frame10.pgm,0.2928,204.0,58.5,250.4,104.9
nexigo,empty-lit,ir,ir/frame11.pgm,0.2772,208.1,73.3,245.7,110.9
nexigo,empty-lit,ir,ir/frame12.pgm,0.2685,205.1,59.0,249.5,103.3
nexigo,empty-lit,ir,ir/frame13.pgm,0.2610,208.4,73.5,245.6,110.7
nexigo,empty-lit,ir,ir/frame14.pgm,0.3443,204.3,58.9,249.9,104.4
nexigo,empty-lit,ir,ir/frame15.pgm,0.2779,207.8,72.6,246.7,111.4
nexigo,empty-lit,ir,ir/frame16.pgm,0.4059,204.7,58.3,250.9,104.5
nexigo,empty-lit,ir,ir/frame17.pgm,0.3339,208.5,72.6,246.3,110.4
nexigo,empty-lit,ir,ir/frame18.pgm,0.2701,204.4,58.8,249.4,103.7
nexigo,empty-lit,ir,ir/frame19.pgm,0.3611,208.5,72.9,245.9,110.4
nexigo,empty-lit,ir,ir/frame20.pgm,0.3102,205.1,60.0,248.1,103.0
nexigo,empty-lit,ir,ir/frame21.pgm,0.2895,208.6,73.7,245.9,111.0
nexigo,empty-lit,ir,ir/frame22.pgm,0.3448,205.4,60.3,248.2,103.1
nexigo,empty-lit,ir,ir/frame23.pgm,0.3231,208.0,73.5,245.6,111.1
nexigo,far,rgb,rgb/rgb00.ppm,0.8236,266.7,184.8,350.2,268.2
nexigo,far,rgb,rgb/rgb01.ppm,0.8620,266.0,185.0,349.8,268.7
nexigo,far,rgb,rgb/rgb02.ppm,0.8767,266.0,184.6,351.8,270.4
nexigo,far,rgb,rgb/rgb03.ppm,0.8796,266.9,185.3,351.1,269.5
nexigo,far,rgb,rgb/rgb04.ppm,0.8823,267.2,185.7,350.9,269.3
nexigo,far,rgb,rgb/rgb05.ppm,0.8499,267.1,184.8,351.7,269.4
nexigo,far,rgb,rgb/rgb06.ppm,0.8563,267.0,184.4,352.4,269.8
nexigo,far,rgb,rgb/rgb07.ppm,0.8413,267.1,184.3,352.7,269.9
nexigo,far,ir,ir/frame00.pgm,0.3809,240.9,55.7,292.2,107.0
nexigo,far,ir,ir/frame01.pgm,0.9088,292.4,124.6,375.5,207.6
nexigo,far,ir,ir/frame02.pgm,0.3953,240.8,55.4,292.5,107.1
nexigo,far,ir,ir/frame03.pgm,0.8928,292.3,125.1,374.8,207.6
nexigo,far,ir,ir/frame04.pgm,0.3262,241.4,55.5,292.4,106.5
nexigo,far,ir,ir/frame05.pgm,0.8767,292.3,125.6,374.2,207.5
nexigo,far,ir,ir/frame06.pgm,0.3150,243.6,57.9,289.9,104.3
nexigo,far,ir,ir/frame07.pgm,0.8680,292.1,125.5,374.2,207.6
nexigo,far,ir,ir/frame08.pgm,0.2737,243.8,58.6,289.0,103.8
nexigo,far,ir,ir/frame09.pgm,0.8584,291.5,125.1,374.6,208.1
nexigo,far,ir,ir/frame10.pgm,0.2979,284.1,142.6,375.4,233.8
nexigo,far,ir,ir/frame11.pgm,0.8724,291.1,124.3,375.3,208.5
nexigo,far,ir,ir/frame12.pgm,0.3353,164.5,272.0,283.3,390.9
nexigo,far,ir,ir/frame13.pgm,0.8574,291.6,125.1,374.4,207.9
nexigo,far,ir,ir/frame14.pgm,0.3174,288.7,146.2,372.6,230.0
nexigo,far,ir,ir/frame15.pgm,0.8647,294.7,133.4,373.8,212.5
nexigo,far,ir,ir/frame16.pgm,0.3010,176.5,271.2,296.0,390.6
nexigo,far,ir,ir/frame17.pgm,0.8711,291.3,125.0,374.9,208.6
nexigo,far,ir,ir/frame18.pgm,0.3157,175.5,269.9,298.2,392.6
nexigo,far,ir,ir/frame19.pgm,0.8571,292.2,125.5,374.2,207.4
nexigo,far,ir,ir/frame20.pgm,0.2828,177.5,271.8,298.5,392.8
nexigo,far,ir,ir/frame21.pgm,0.8594,291.8,125.0,374.6,207.8
nexigo,far,ir,ir/frame22.pgm,0.2988,182.1,276.0,294.6,388.5
nexigo,far,ir,ir/frame23.pgm,0.8600,291.8,125.4,374.2,207.8
nexigo,frontal,rgb,rgb/rgb00.ppm,0.9057,260.3,191.3,413.4,344.4
nexigo,frontal,rgb,rgb/rgb01.ppm,0.9567,252.3,184.8,397.7,330.2
nexigo,frontal,rgb,rgb/rgb02.ppm,0.9598,252.4,184.4,397.5,329.5
nexigo,frontal,rgb,rgb/rgb03.ppm,0.9642,251.9,184.6,397.7,330.3
nexigo,frontal,rgb,rgb/rgb04.ppm,0.9632,251.8,184.7,397.9,330.8
nexigo,frontal,rgb,rgb/rgb05.ppm,0.9573,251.7,184.4,398.5,331.1
nexigo,frontal,rgb,rgb/rgb06.ppm,0.9564,251.6,183.9,398.8,331.1
nexigo,frontal,rgb,rgb/rgb07.ppm,0.9513,251.8,183.3,399.2,330.7
nexigo,frontal,ir,ir/frame00.pgm,0.1813,136.6,135.2,185.4,184.0
nexigo,frontal,ir,ir/frame01.pgm,0.8777,283.9,129.1,431.5,276.7
nexigo,frontal,ir,ir/frame02.pgm,0.1941,186.8,53.4,238.2,104.7
nexigo,frontal,ir,ir/frame03.pgm,0.8682,284.4,129.3,430.8,275.8
nexigo,frontal,ir,ir/frame04.pgm,0.4153,179.3,72.8,245.9,139.5
nexigo,frontal,ir,ir/frame05.pgm,0.8673,283.8,128.7,431.5,276.4
nexigo,frontal,ir,ir/frame06.pgm,0.4131,180.2,74.0,245.1,138.9
nexigo,frontal,ir,ir/frame07.pgm,0.8638,280.0,127.8,426.0,273.8
nexigo,frontal,ir,ir/frame08.pgm,0.3796,179.8,73.4,244.9,138.5
nexigo,frontal,ir,ir/frame09.pgm,0.8575,280.6,128.4,425.4,273.1
nexigo,frontal,ir,ir/frame10.pgm,0.3750,178.4,72.3,246.3,140.2
nexigo,frontal,ir,ir/frame11.pgm,0.8592,280.2,128.1,425.6,273.4
nexigo,frontal,ir,ir/frame12.pgm,0.3532,177.7,71.1,247.3,140.7
nexigo,frontal,ir,ir/frame13.pgm,0.8757,280.8,128.9,424.8,273.0
nexigo,frontal,ir,ir/frame14.pgm,0.3798,178.5,72.2,246.3,140.0
nexigo,frontal,ir,ir/frame15.pgm,0.8824,280.4,128.6,425.3,273.5
nexigo,frontal,ir,ir/frame16.pgm,0.3691,176.9,70.8,247.7,141.7
nexigo,frontal,ir,ir/frame17.pgm,0.8795,280.5,128.8,425.0,273.4
nexigo,frontal,ir,ir/frame18.pgm,0.3810,179.4,73.2,245.5,139.3
nexigo,frontal,ir,ir/frame19.pgm,0.8813,280.8,129.0,424.9,273.1
nexigo,frontal,ir,ir/frame20.pgm,0.3938,177.5,70.3,248.9,141.7
nexigo,frontal,ir,ir/frame21.pgm,0.8795,280.7,128.9,425.1,273.3
nexigo,frontal,ir,ir/frame22.pgm,0.4319,179.2,72.4,246.3,139.5
nexigo,frontal,ir,ir/frame23.pgm,0.8737,280.8,129.0,425.1,273.3
nexigo,glasses-on,rgb,rgb/rgb00.ppm,0.9392,275.3,196.1,420.7,341.5
nexigo,glasses-on,rgb,rgb/rgb01.ppm,0.9330,272.0,194.0,422.5,344.5
nexigo,glasses-on,rgb,rgb/rgb02.ppm,0.9444,273.6,195.2,422.4,344.0
nexigo,glasses-on,rgb,rgb/rgb03.ppm,0.9451,272.9,196.0,422.7,345.7
nexigo,glasses-on,rgb,rgb/rgb04.ppm,0.9398,272.4,196.0,422.7,346.3
nexigo,glasses-on,rgb,rgb/rgb05.ppm,0.9463,272.5,196.2,422.3,345.9
nexigo,glasses-on,rgb,rgb/rgb06.ppm,0.9483,273.0,196.3,422.3,345.6
nexigo,glasses-on,rgb,rgb/rgb07.ppm,0.9527,271.9,195.6,423.6,347.4
nexigo,glasses-on,ir,ir/frame00.pgm,0.2518,177.3,81.9,249.9,154.5
nexigo,glasses-on,ir,ir/frame01.pgm,0.9520,304.5,132.7,450.1,278.3
nexigo,glasses-on,ir,ir/frame02.pgm,0.2803,178.5,83.3,247.9,152.7
nexigo,glasses-on,ir,ir/frame03.pgm,0.9081,306.9,130.1,450.2,273.5
nexigo,glasses-on,ir,ir/frame04.pgm,0.3144,177.4,82.3,250.7,155.5
nexigo,glasses-on,ir,ir/frame05.pgm,0.8991,304.3,127.7,451.2,274.5
nexigo,glasses-on,ir,ir/frame06.pgm,0.2788,177.3,81.9,251.0,155.6
nexigo,glasses-on,ir,ir/frame07.pgm,0.9124,305.0,128.2,451.7,274.9
nexigo,glasses-on,ir,ir/frame08.pgm,0.3345,177.2,82.4,250.7,156.0
nexigo,glasses-on,ir,ir/frame09.pgm,0.9445,305.9,131.7,449.1,274.8
nexigo,glasses-on,ir,ir/frame10.pgm,0.2863,176.7,81.7,251.3,156.3
nexigo,glasses-on,ir,ir/frame11.pgm,0.9400,302.5,133.8,446.1,277.4
nexigo,glasses-on,ir,ir/frame12.pgm,0.2931,175.6,80.4,252.6,157.3
nexigo,glasses-on,ir,ir/frame13.pgm,0.9484,304.5,133.9,446.8,276.2
nexigo,glasses-on,ir,ir/frame14.pgm,0.3301,175.4,80.5,252.2,157.2
nexigo,glasses-on,ir,ir/frame15.pgm,0.9489,303.4,133.1,447.8,277.5
nexigo,glasses-on,ir,ir/frame16.pgm,0.3177,174.5,79.8,253.3,158.6
nexigo,glasses-on,ir,ir/frame17.pgm,0.9519,304.1,133.0,447.8,276.7
nexigo,glasses-on,ir,ir/frame18.pgm,0.2532,175.3,56.0,250.6,131.3
nexigo,glasses-on,ir,ir/frame19.pgm,0.9449,303.8,133.4,447.0,276.6
nexigo,glasses-on,ir,ir/frame20.pgm,0.3329,175.2,80.1,253.4,158.3
nexigo,glasses-on,ir,ir/frame21.pgm,0.9405,304.8,134.1,447.9,277.1
nexigo,glasses-on,ir,ir/frame22.pgm,0.3308,172.7,78.4,254.8,160.5
nexigo,glasses-on,ir,ir/frame23.pgm,0.9439,304.3,133.3,448.6,277.5
nexigo,sweep,rgb,rgb/rgb00.ppm,0.9239,250.0,192.3,402.0,344.2
nexigo,sweep,rgb,rgb/rgb01.ppm,0.7937,307.6,198.0,447.4,337.8
nexigo,sweep,rgb,rgb/rgb02.ppm,0.7950,223.7,190.0,375.4,341.8
nexigo,sweep,rgb,rgb/rgb03.ppm,0.8168,238.4,183.0,386.1,330.7
nexigo,sweep,rgb,rgb/rgb04.ppm,0.8364,263.6,184.2,401.7,322.3
nexigo,sweep,rgb,rgb/rgb05.ppm,0.9058,245.2,196.0,400.8,351.5
nexigo,sweep,rgb,rgb/rgb06.ppm,0.8336,307.0,197.7,446.8,337.5
nexigo,sweep,rgb,rgb/rgb07.ppm,0.8566,275.7,186.0,421.5,331.8
nexigo,sweep,ir,ir/frame00.pgm,0.3860,281.4,176.0,439.0,333.6
nexigo,sweep,ir,ir/frame01.pgm,0.5264,233.4,130.6,379.6,276.8
nexigo,sweep,ir,ir/frame02.pgm,0.2898,283.0,177.5,438.2,332.7
nexigo,sweep,ir,ir/frame03.pgm,0.6233,237.3,133.6,376.6,272.8
nexigo,sweep,ir,ir/frame04.pgm,0.1682,272.6,180.3,421.6,329.3
nexigo,sweep,ir,ir/frame05.pgm,0.7833,244.2,137.7,376.9,270.4
nexigo,sweep,ir,ir/frame06.pgm,0.1621,89.1,267.0,196.0,373.9
nexigo,sweep,ir,ir/frame07.pgm,0.7264,242.8,138.6,376.6,272.5
nexigo,sweep,ir,ir/frame08.pgm,0.2389,-13.8,94.6,147.5,255.9
nexigo,sweep,ir,ir/frame09.pgm,0.7883,241.5,139.4,374.6,272.5
nexigo,sweep,ir,ir/frame10.pgm,0.2600,-13.4,94.7,147.7,255.9
nexigo,sweep,ir,ir/frame11.pgm,0.7897,242.5,141.1,371.4,269.9
nexigo,sweep,ir,ir/frame12.pgm,0.2893,-15.2,93.2,150.0,258.5
nexigo,sweep,ir,ir/frame13.pgm,0.7390,240.5,141.1,369.9,270.4
nexigo,sweep,ir,ir/frame14.pgm,0.3067,177.2,57.1,224.2,104.1
nexigo,sweep,ir,ir/frame15.pgm,0.7889,233.9,140.7,361.2,268.0
nexigo,sweep,ir,ir/frame16.pgm,0.2683,177.6,57.5,223.7,103.6
nexigo,sweep,ir,ir/frame17.pgm,0.8609,233.7,141.8,360.1,268.2
nexigo,sweep,ir,ir/frame18.pgm,0.3407,177.4,56.8,224.3,103.6
nexigo,sweep,ir,ir/frame19.pgm,0.8624,232.8,143.8,356.9,267.9
nexigo,sweep,ir,ir/frame20.pgm,0.3615,177.6,57.2,223.9,103.5
nexigo,sweep,ir,ir/frame21.pgm,0.7826,233.5,144.3,355.5,266.3
nexigo,sweep,ir,ir/frame22.pgm,0.3315,183.4,51.6,242.4,110.6
nexigo,sweep,ir,ir/frame23.pgm,0.7764,233.0,144.3,355.5,266.8
