camera,segment,kind,frame,model,n,score,mean,x1,y1,x2,y2
nexigo,close,ir,ir/frame01.pgm,short,1,0.8090,106.4,250,101,489,340
nexigo,close,ir,ir/frame01.pgm,full,1,0.6729,106.4,235,78,505,348
nexigo,close,ir,ir/frame02.pgm,short,0,,4.1,,,,
nexigo,close,ir,ir/frame02.pgm,full,0,,4.1,,,,
nexigo,close,ir,ir/frame03.pgm,short,1,0.7982,96.4,247,100,489,342
nexigo,close,ir,ir/frame03.pgm,full,1,0.7142,96.4,236,78,505,347
nexigo,close,ir,ir/frame04.pgm,short,0,,2.6,,,,
nexigo,close,ir,ir/frame04.pgm,full,0,,2.6,,,,
nexigo,close,ir,ir/frame05.pgm,short,1,0.7796,95.5,241,94,491,344
nexigo,close,ir,ir/frame05.pgm,full,1,0.7665,95.5,238,78,510,350
nexigo,close,ir,ir/frame06.pgm,short,0,,2.6,,,,
nexigo,close,ir,ir/frame06.pgm,full,0,,2.6,,,,
nexigo,close,ir,ir/frame07.pgm,short,1,0.7789,95.0,256,101,492,337
nexigo,close,ir,ir/frame07.pgm,full,1,0.7918,95.0,245,79,508,342
nexigo,close,ir,ir/frame08.pgm,short,0,,2.6,,,,
nexigo,close,ir,ir/frame08.pgm,full,0,,2.6,,,,
nexigo,close,ir,ir/frame09.pgm,short,1,0.7506,94.3,254,95,490,331
nexigo,close,ir,ir/frame09.pgm,full,1,0.8005,94.3,243,78,509,344
nexigo,close,ir,ir/frame10.pgm,short,0,,2.6,,,,
nexigo,close,ir,ir/frame10.pgm,full,0,,2.6,,,,
nexigo,close,ir,ir/frame11.pgm,short,1,0.7167,93.6,256,101,487,332
nexigo,close,ir,ir/frame11.pgm,full,1,0.8320,93.6,239,76,510,347
nexigo,close,ir,ir/frame12.pgm,short,0,,2.6,,,,
nexigo,close,ir,ir/frame12.pgm,full,0,,2.6,,,,
nexigo,close,ir,ir/frame13.pgm,short,1,0.7358,93.2,263,104,489,330
nexigo,close,ir,ir/frame13.pgm,full,1,0.8192,93.2,238,74,511,347
nexigo,close,ir,ir/frame14.pgm,short,0,,2.6,,,,
nexigo,close,ir,ir/frame14.pgm,full,0,,2.6,,,,
nexigo,close,ir,ir/frame15.pgm,short,1,0.7548,87.1,247,97,493,343
nexigo,close,ir,ir/frame15.pgm,full,1,0.8340,87.1,240,76,509,345
nexigo,close,ir,ir/frame16.pgm,short,0,,2.1,,,,
nexigo,close,ir,ir/frame16.pgm,full,0,,2.1,,,,
nexigo,close,ir,ir/frame17.pgm,short,1,0.8286,80.4,239,101,492,354
nexigo,close,ir,ir/frame17.pgm,full,1,0.7530,80.4,238,80,510,352
nexigo,close,ir,ir/frame18.pgm,short,0,,1.7,,,,
nexigo,close,ir,ir/frame18.pgm,full,0,,1.7,,,,
nexigo,close,ir,ir/frame19.pgm,short,1,0.8936,77.8,242,103,489,350
nexigo,close,ir,ir/frame19.pgm,full,1,0.8136,77.8,239,81,509,351
nexigo,close,ir,ir/frame20.pgm,short,0,,1.5,,,,
nexigo,close,ir,ir/frame20.pgm,full,0,,1.5,,,,
nexigo,close,ir,ir/frame21.pgm,short,1,0.9306,73.1,248,102,485,339
nexigo,close,ir,ir/frame21.pgm,full,1,0.8217,73.1,237,80,509,352
nexigo,close,ir,ir/frame22.pgm,short,0,,1.2,,,,
nexigo,close,ir,ir/frame22.pgm,full,0,,1.2,,,,
nexigo,close,ir,ir/frame23.pgm,short,1,0.9442,68.5,243,102,483,342
nexigo,close,ir,ir/frame23.pgm,full,1,0.7881,68.5,236,81,503,348
nexigo,far,rgb,rgb/rgb00.ppm,short,0,,106.7,,,,
nexigo,far,rgb,rgb/rgb00.ppm,full,1,0.8866,106.7,265,181,351,267
nexigo,far,rgb,rgb/rgb01.ppm,short,0,,104.6,,,,
nexigo,far,rgb,rgb/rgb01.ppm,full,1,0.9046,104.6,265,184,352,271
nexigo,far,rgb,rgb/rgb02.ppm,short,0,,104.1,,,,
nexigo,far,rgb,rgb/rgb02.ppm,full,1,0.9024,104.1,265,184,352,271
nexigo,far,rgb,rgb/rgb03.ppm,short,0,,104.1,,,,
nexigo,far,rgb,rgb/rgb03.ppm,full,1,0.8944,104.1,266,184,352,270
nexigo,far,rgb,rgb/rgb04.ppm,short,0,,104.0,,,,
nexigo,far,rgb,rgb/rgb04.ppm,full,1,0.8920,104.0,268,184,355,271
nexigo,far,rgb,rgb/rgb05.ppm,short,0,,103.9,,,,
nexigo,far,rgb,rgb/rgb05.ppm,full,1,0.8725,103.9,269,184,356,271
nexigo,far,rgb,rgb/rgb06.ppm,short,0,,103.9,,,,
nexigo,far,rgb,rgb/rgb06.ppm,full,1,0.8670,103.9,269,183,356,270
nexigo,far,rgb,rgb/rgb07.ppm,short,0,,103.7,,,,
nexigo,far,rgb,rgb/rgb07.ppm,full,1,0.8529,103.7,269,183,356,270
nexigo,far,ir,ir/frame00.pgm,short,0,,3.5,,,,
nexigo,far,ir,ir/frame00.pgm,full,0,,3.5,,,,
nexigo,far,ir,ir/frame01.pgm,short,0,,20.3,,,,
nexigo,far,ir,ir/frame01.pgm,full,1,0.9468,20.3,294,128,376,210
nexigo,far,ir,ir/frame02.pgm,short,0,,3.5,,,,
nexigo,far,ir,ir/frame02.pgm,full,0,,3.5,,,,
nexigo,far,ir,ir/frame03.pgm,short,0,,30.6,,,,
nexigo,far,ir,ir/frame03.pgm,full,1,0.9548,30.6,293,129,375,211
nexigo,far,ir,ir/frame04.pgm,short,0,,5.4,,,,
nexigo,far,ir,ir/frame04.pgm,full,0,,5.4,,,,
nexigo,far,ir,ir/frame05.pgm,short,0,,41.0,,,,
nexigo,far,ir,ir/frame05.pgm,full,1,0.9585,41.0,292,128,376,212
nexigo,far,ir,ir/frame06.pgm,short,0,,7.4,,,,
nexigo,far,ir,ir/frame06.pgm,full,0,,7.4,,,,
nexigo,far,ir,ir/frame07.pgm,short,0,,54.1,,,,
nexigo,far,ir,ir/frame07.pgm,full,1,0.9614,54.1,293,128,377,212
nexigo,far,ir,ir/frame08.pgm,short,0,,9.7,,,,
nexigo,far,ir,ir/frame08.pgm,full,0,,9.7,,,,
nexigo,far,ir,ir/frame09.pgm,short,0,,60.4,,,,
nexigo,far,ir,ir/frame09.pgm,full,1,0.9595,60.4,293,128,376,211
nexigo,far,ir,ir/frame10.pgm,short,0,,11.0,,,,
nexigo,far,ir,ir/frame10.pgm,full,0,,11.0,,,,
nexigo,far,ir,ir/frame11.pgm,short,0,,64.2,,,,
nexigo,far,ir,ir/frame11.pgm,full,1,0.9611,64.2,293,128,377,212
nexigo,far,ir,ir/frame12.pgm,short,0,,11.7,,,,
nexigo,far,ir,ir/frame12.pgm,full,0,,11.7,,,,
nexigo,far,ir,ir/frame13.pgm,short,0,,68.0,,,,
nexigo,far,ir,ir/frame13.pgm,full,1,0.9638,68.0,293,128,376,211
nexigo,far,ir,ir/frame14.pgm,short,0,,12.5,,,,
nexigo,far,ir,ir/frame14.pgm,full,0,,12.5,,,,
nexigo,far,ir,ir/frame15.pgm,short,0,,71.7,,,,
nexigo,far,ir,ir/frame15.pgm,full,1,0.9643,71.7,293,129,377,213
nexigo,far,ir,ir/frame16.pgm,short,0,,13.2,,,,
nexigo,far,ir,ir/frame16.pgm,full,0,,13.2,,,,
nexigo,far,ir,ir/frame17.pgm,short,0,,75.2,,,,
nexigo,far,ir,ir/frame17.pgm,full,1,0.9678,75.2,292,128,377,213
nexigo,far,ir,ir/frame18.pgm,short,0,,13.9,,,,
nexigo,far,ir,ir/frame18.pgm,full,0,,13.9,,,,
nexigo,far,ir,ir/frame19.pgm,short,0,,78.8,,,,
nexigo,far,ir,ir/frame19.pgm,full,1,0.9666,78.8,293,130,376,213
nexigo,far,ir,ir/frame20.pgm,short,0,,14.8,,,,
nexigo,far,ir,ir/frame20.pgm,full,0,,14.8,,,,
nexigo,far,ir,ir/frame21.pgm,short,0,,78.5,,,,
nexigo,far,ir,ir/frame21.pgm,full,1,0.9698,78.5,293,128,377,212
nexigo,far,ir,ir/frame22.pgm,short,0,,14.8,,,,
nexigo,far,ir,ir/frame22.pgm,full,0,,14.8,,,,
nexigo,far,ir,ir/frame23.pgm,short,0,,81.8,,,,
nexigo,far,ir,ir/frame23.pgm,full,1,0.9703,81.8,292,128,378,214
nexigo,frontal,rgb,rgb/rgb00.ppm,short,1,0.9491,119.2,256,202,410,356
nexigo,frontal,rgb,rgb/rgb00.ppm,full,1,0.9565,119.2,262,192,410,340
nexigo,frontal,rgb,rgb/rgb01.ppm,short,1,0.9653,119.4,248,195,398,345
nexigo,frontal,rgb,rgb/rgb01.ppm,full,1,0.9443,119.4,251,185,399,333
nexigo,frontal,rgb,rgb/rgb02.ppm,short,1,0.9542,119.5,250,195,397,342
nexigo,frontal,rgb,rgb/rgb02.ppm,full,1,0.9601,119.5,251,183,398,330
nexigo,frontal,rgb,rgb/rgb03.ppm,short,1,0.9637,119.7,252,196,399,343
nexigo,frontal,rgb,rgb/rgb03.ppm,full,1,0.9654,119.7,250,184,399,333
nexigo,frontal,rgb,rgb/rgb04.ppm,short,1,0.9624,119.2,251,195,399,343
nexigo,frontal,rgb,rgb/rgb04.ppm,full,1,0.9588,119.2,252,184,398,330
nexigo,frontal,rgb,rgb/rgb05.ppm,short,1,0.9650,119.1,250,195,398,343
nexigo,frontal,rgb,rgb/rgb05.ppm,full,1,0.9543,119.1,252,185,400,333
nexigo,frontal,rgb,rgb/rgb06.ppm,short,1,0.9661,119.1,249,194,400,345
nexigo,frontal,rgb,rgb/rgb06.ppm,full,1,0.9434,119.1,253,185,401,333
nexigo,frontal,rgb,rgb/rgb07.ppm,short,1,0.9702,119.2,251,196,401,346
nexigo,frontal,rgb,rgb/rgb07.ppm,full,1,0.9450,119.2,252,185,400,333
nexigo,frontal,ir,ir/frame00.pgm,short,0,,5.9,,,,
nexigo,frontal,ir,ir/frame00.pgm,full,0,,5.9,,,,
nexigo,frontal,ir,ir/frame01.pgm,short,1,0.9364,67.2,283,141,427,285
nexigo,frontal,ir,ir/frame01.pgm,full,1,0.9038,67.2,282,127,429,274
nexigo,frontal,ir,ir/frame02.pgm,short,0,,5.9,,,,
nexigo,frontal,ir,ir/frame02.pgm,full,0,,5.9,,,,
nexigo,frontal,ir,ir/frame03.pgm,short,1,0.9321,55.7,282,140,426,284
nexigo,frontal,ir,ir/frame03.pgm,full,1,0.8851,55.7,282,126,430,274
nexigo,frontal,ir,ir/frame04.pgm,short,0,,3.9,,,,
nexigo,frontal,ir,ir/frame04.pgm,full,0,,3.9,,,,
nexigo,frontal,ir,ir/frame05.pgm,short,1,0.9326,54.8,282,140,426,284
nexigo,frontal,ir,ir/frame05.pgm,full,1,0.8902,54.8,282,126,430,274
nexigo,frontal,ir,ir/frame06.pgm,short,0,,3.9,,,,
nexigo,frontal,ir,ir/frame06.pgm,full,0,,3.9,,,,
nexigo,frontal,ir,ir/frame07.pgm,short,1,0.9376,54.5,281,139,426,284
nexigo,frontal,ir,ir/frame07.pgm,full,1,0.8882,54.5,282,126,429,273
nexigo,frontal,ir,ir/frame08.pgm,short,0,,3.9,,,,
nexigo,frontal,ir,ir/frame08.pgm,full,0,,3.9,,,,
nexigo,frontal,ir,ir/frame09.pgm,short,1,0.9313,54.0,282,140,427,285
nexigo,frontal,ir,ir/frame09.pgm,full,1,0.8977,54.0,282,126,429,273
nexigo,frontal,ir,ir/frame10.pgm,short,0,,3.9,,,,
nexigo,frontal,ir,ir/frame10.pgm,full,0,,3.9,,,,
nexigo,frontal,ir,ir/frame11.pgm,short,1,0.9392,53.6,282,138,426,282
nexigo,frontal,ir,ir/frame11.pgm,full,1,0.8779,53.6,283,127,429,273
nexigo,frontal,ir,ir/frame12.pgm,short,0,,3.9,,,,
nexigo,frontal,ir,ir/frame12.pgm,full,0,,3.9,,,,
nexigo,frontal,ir,ir/frame13.pgm,short,1,0.9454,53.4,283,140,426,283
nexigo,frontal,ir,ir/frame13.pgm,full,1,0.8949,53.4,282,127,428,273
nexigo,frontal,ir,ir/frame14.pgm,short,0,,3.9,,,,
nexigo,frontal,ir,ir/frame14.pgm,full,0,,3.9,,,,
nexigo,frontal,ir,ir/frame15.pgm,short,1,0.9387,53.2,282,139,426,283
nexigo,frontal,ir,ir/frame15.pgm,full,1,0.8902,53.2,282,127,429,274
nexigo,frontal,ir,ir/frame16.pgm,short,0,,3.9,,,,
nexigo,frontal,ir,ir/frame16.pgm,full,0,,3.9,,,,
nexigo,frontal,ir,ir/frame17.pgm,short,1,0.9381,52.9,282,141,426,285
nexigo,frontal,ir,ir/frame17.pgm,full,1,0.8841,52.9,282,126,429,273
nexigo,frontal,ir,ir/frame18.pgm,short,0,,3.9,,,,
nexigo,frontal,ir,ir/frame18.pgm,full,0,,3.9,,,,
nexigo,frontal,ir,ir/frame19.pgm,short,1,0.9461,52.8,282,140,424,282
nexigo,frontal,ir,ir/frame19.pgm,full,1,0.8856,52.8,283,127,429,273
nexigo,frontal,ir,ir/frame20.pgm,short,0,,3.9,,,,
nexigo,frontal,ir,ir/frame20.pgm,full,0,,3.9,,,,
nexigo,frontal,ir,ir/frame21.pgm,short,1,0.9386,52.5,282,140,427,285
nexigo,frontal,ir,ir/frame21.pgm,full,1,0.8790,52.5,282,126,430,274
nexigo,frontal,ir,ir/frame22.pgm,short,0,,3.9,,,,
nexigo,frontal,ir,ir/frame22.pgm,full,0,,3.9,,,,
nexigo,frontal,ir,ir/frame23.pgm,short,1,0.9408,52.4,283,141,424,282
nexigo,frontal,ir,ir/frame23.pgm,full,1,0.8945,52.4,282,125,430,273
nexigo,glasses-on,rgb,rgb/rgb00.ppm,short,1,0.9426,117.1,277,209,422,354
nexigo,glasses-on,rgb,rgb/rgb00.ppm,full,1,0.9658,117.1,273,194,423,344
nexigo,glasses-on,rgb,rgb/rgb01.ppm,short,1,0.9326,117.6,274,208,421,355
nexigo,glasses-on,rgb,rgb/rgb01.ppm,full,1,0.9557,117.6,268,193,420,345
nexigo,glasses-on,rgb,rgb/rgb02.ppm,short,1,0.9435,117.6,272,209,417,354
nexigo,glasses-on,rgb,rgb/rgb02.ppm,full,1,0.9585,117.6,271,196,423,348
nexigo,glasses-on,rgb,rgb/rgb03.ppm,short,1,0.9371,117.7,271,208,420,357
nexigo,glasses-on,rgb,rgb/rgb03.ppm,full,1,0.9581,117.7,269,196,420,347
nexigo,glasses-on,rgb,rgb/rgb04.ppm,short,1,0.9371,117.7,271,207,421,357
nexigo,glasses-on,rgb,rgb/rgb04.ppm,full,1,0.9536,117.7,267,194,421,348
nexigo,glasses-on,rgb,rgb/rgb05.ppm,short,1,0.9460,117.6,271,208,419,356
nexigo,glasses-on,rgb,rgb/rgb05.ppm,full,1,0.9672,117.6,269,195,423,349
nexigo,glasses-on,rgb,rgb/rgb06.ppm,short,1,0.9419,117.6,275,210,420,355
nexigo,glasses-on,rgb,rgb/rgb06.ppm,full,1,0.9720,117.6,272,197,425,350
nexigo,glasses-on,rgb,rgb/rgb07.ppm,short,1,0.9321,117.6,278,209,424,355
nexigo,glasses-on,rgb,rgb/rgb07.ppm,full,1,0.9603,117.6,272,198,424,350
nexigo,glasses-on,ir,ir/frame00.pgm,short,0,,6.2,,,,
nexigo,glasses-on,ir,ir/frame00.pgm,full,0,,6.2,,,,
nexigo,glasses-on,ir,ir/frame01.pgm,short,1,0.9319,69.7,308,148,445,285
nexigo,glasses-on,ir,ir/frame01.pgm,full,1,0.8760,69.7,306,133,450,277
nexigo,glasses-on,ir,ir/frame02.pgm,short,0,,6.1,,,,
nexigo,glasses-on,ir,ir/frame02.pgm,full,0,,6.1,,,,
nexigo,glasses-on,ir,ir/frame03.pgm,short,1,0.9511,58.8,310,144,441,275
nexigo,glasses-on,ir,ir/frame03.pgm,full,1,0.9424,58.8,306,129,453,276
nexigo,glasses-on,ir,ir/frame04.pgm,short,0,,4.0,,,,
nexigo,glasses-on,ir,ir/frame04.pgm,full,0,,4.0,,,,
nexigo,glasses-on,ir,ir/frame05.pgm,short,1,0.9398,58.7,309,143,440,274
nexigo,glasses-on,ir,ir/frame05.pgm,full,1,0.9705,58.7,304,126,450,272
nexigo,glasses-on,ir,ir/frame06.pgm,short,0,,4.0,,,,
nexigo,glasses-on,ir,ir/frame06.pgm,full,0,,4.0,,,,
nexigo,glasses-on,ir,ir/frame07.pgm,short,1,0.9508,55.3,307,144,442,279
nexigo,glasses-on,ir,ir/frame07.pgm,full,1,0.9620,55.3,303,128,451,276
nexigo,glasses-on,ir,ir/frame08.pgm,short,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame08.pgm,full,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame09.pgm,short,1,0.9442,54.6,304,145,443,284
nexigo,glasses-on,ir,ir/frame09.pgm,full,1,0.9343,54.6,303,133,448,278
nexigo,glasses-on,ir,ir/frame10.pgm,short,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame10.pgm,full,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame11.pgm,short,1,0.9303,53.8,306,146,438,278
nexigo,glasses-on,ir,ir/frame11.pgm,full,1,0.9060,53.8,304,132,449,277
nexigo,glasses-on,ir,ir/frame12.pgm,short,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame12.pgm,full,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame13.pgm,short,1,0.9439,53.3,307,146,442,281
nexigo,glasses-on,ir,ir/frame13.pgm,full,1,0.9176,53.3,303,132,448,277
nexigo,glasses-on,ir,ir/frame14.pgm,short,1,0.6041,3.7,122,39,269,186
nexigo,glasses-on,ir,ir/frame14.pgm,full,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame15.pgm,short,1,0.9406,52.8,307,148,440,281
nexigo,glasses-on,ir,ir/frame15.pgm,full,1,0.9129,52.8,304,132,448,276
nexigo,glasses-on,ir,ir/frame16.pgm,short,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame16.pgm,full,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame17.pgm,short,1,0.9391,52.5,310,149,441,280
nexigo,glasses-on,ir,ir/frame17.pgm,full,1,0.9137,52.5,304,132,449,277
nexigo,glasses-on,ir,ir/frame18.pgm,short,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame18.pgm,full,0,,3.7,,,,
nexigo,glasses-on,ir,ir/frame19.pgm,short,1,0.9369,52.2,307,146,438,277
nexigo,glasses-on,ir,ir/frame19.pgm,full,1,0.9139,52.2,304,133,447,276
nexigo,glasses-on,ir,ir/frame20.pgm,short,0,,3.8,,,,
nexigo,glasses-on,ir,ir/frame20.pgm,full,0,,3.8,,,,
nexigo,glasses-on,ir,ir/frame21.pgm,short,1,0.9266,51.7,311,153,436,278
nexigo,glasses-on,ir,ir/frame21.pgm,full,1,0.9371,51.7,306,135,447,276
nexigo,glasses-on,ir,ir/frame22.pgm,short,0,,3.8,,,,
nexigo,glasses-on,ir,ir/frame22.pgm,full,0,,3.8,,,,
nexigo,glasses-on,ir,ir/frame23.pgm,short,1,0.9520,51.6,314,152,441,279
nexigo,glasses-on,ir,ir/frame23.pgm,full,1,0.9096,51.6,306,134,447,275
nexigo,sweep,rgb,rgb/rgb00.ppm,short,1,0.9406,119.5,258,206,407,355
nexigo,sweep,rgb,rgb/rgb00.ppm,full,1,0.9096,119.5,251,193,403,345
nexigo,sweep,rgb,rgb/rgb01.ppm,short,1,0.9103,119.4,302,208,431,337
nexigo,sweep,rgb,rgb/rgb01.ppm,full,1,0.6948,119.4,306,200,445,339
nexigo,sweep,rgb,rgb/rgb02.ppm,short,1,0.9137,119.4,253,210,390,347
nexigo,sweep,rgb,rgb/rgb02.ppm,full,1,0.8446,119.4,220,185,376,341
nexigo,sweep,rgb,rgb/rgb03.ppm,short,1,0.9508,119.5,255,206,395,346
nexigo,sweep,rgb,rgb/rgb03.ppm,full,1,0.8565,119.5,242,188,387,333
nexigo,sweep,rgb,rgb/rgb04.ppm,short,1,0.9548,120.4,265,197,393,325
nexigo,sweep,rgb,rgb/rgb04.ppm,full,1,0.8664,120.4,263,180,402,319
nexigo,sweep,rgb,rgb/rgb05.ppm,short,1,0.9558,118.9,255,215,407,367
nexigo,sweep,rgb,rgb/rgb05.ppm,full,1,0.9045,118.9,246,199,401,354
nexigo,sweep,rgb,rgb/rgb06.ppm,short,1,0.9039,119.2,297,206,429,338
nexigo,sweep,rgb,rgb/rgb06.ppm,full,1,0.8311,119.2,306,199,445,338
nexigo,sweep,rgb,rgb/rgb07.ppm,short,1,0.9415,119.3,273,207,415,349
nexigo,sweep,rgb,rgb/rgb07.ppm,full,1,0.8886,119.3,274,188,424,338
nexigo,sweep,ir,ir/frame00.pgm,short,0,,15.9,,,,
nexigo,sweep,ir,ir/frame00.pgm,full,0,,15.9,,,,
nexigo,sweep,ir,ir/frame01.pgm,short,0,,128.4,,,,
nexigo,sweep,ir,ir/frame01.pgm,full,0,,128.4,,,,
nexigo,sweep,ir,ir/frame02.pgm,short,0,,15.9,,,,
nexigo,sweep,ir,ir/frame02.pgm,full,0,,15.9,,,,
nexigo,sweep,ir,ir/frame03.pgm,short,0,,112.1,,,,
nexigo,sweep,ir,ir/frame03.pgm,full,0,,112.1,,,,
nexigo,sweep,ir,ir/frame04.pgm,short,0,,10.8,,,,
nexigo,sweep,ir,ir/frame04.pgm,full,0,,10.8,,,,
nexigo,sweep,ir,ir/frame05.pgm,short,1,0.6994,102.4,273,156,391,274
nexigo,sweep,ir,ir/frame05.pgm,full,1,0.6888,102.4,240,134,378,272
nexigo,sweep,ir,ir/frame06.pgm,short,0,,9.4,,,,
nexigo,sweep,ir,ir/frame06.pgm,full,0,,9.4,,,,
nexigo,sweep,ir,ir/frame07.pgm,short,1,0.8890,92.9,278,158,398,278
nexigo,sweep,ir,ir/frame07.pgm,full,1,0.7916,92.9,245,138,384,277
nexigo,sweep,ir,ir/frame08.pgm,short,0,,8.1,,,,
nexigo,sweep,ir,ir/frame08.pgm,full,0,,8.1,,,,
nexigo,sweep,ir,ir/frame09.pgm,short,1,0.9143,87.4,275,152,398,275
nexigo,sweep,ir,ir/frame09.pgm,full,1,0.8104,87.4,245,139,381,275
nexigo,sweep,ir,ir/frame10.pgm,short,0,,7.5,,,,
nexigo,sweep,ir,ir/frame10.pgm,full,0,,7.5,,,,
nexigo,sweep,ir,ir/frame11.pgm,short,1,0.8953,79.3,272,151,391,270
nexigo,sweep,ir,ir/frame11.pgm,full,1,0.8195,79.3,247,143,377,273
nexigo,sweep,ir,ir/frame12.pgm,short,0,,6.5,,,,
nexigo,sweep,ir,ir/frame12.pgm,full,0,,6.5,,,,
nexigo,sweep,ir,ir/frame13.pgm,short,1,0.8599,73.4,275,153,392,270
nexigo,sweep,ir,ir/frame13.pgm,full,1,0.8418,73.4,244,142,368,266
nexigo,sweep,ir,ir/frame14.pgm,short,0,,5.8,,,,
nexigo,sweep,ir,ir/frame14.pgm,full,0,,5.8,,,,
nexigo,sweep,ir,ir/frame15.pgm,short,1,0.9261,70.2,270,148,390,268
nexigo,sweep,ir,ir/frame15.pgm,full,1,0.8032,70.2,238,143,366,271
nexigo,sweep,ir,ir/frame16.pgm,short,0,,5.5,,,,
nexigo,sweep,ir,ir/frame16.pgm,full,0,,5.5,,,,
nexigo,sweep,ir,ir/frame17.pgm,short,1,0.9397,64.2,272,151,387,266
nexigo,sweep,ir,ir/frame17.pgm,full,1,0.8251,64.2,237,143,361,267
nexigo,sweep,ir,ir/frame18.pgm,short,0,,4.8,,,,
nexigo,sweep,ir,ir/frame18.pgm,full,0,,4.8,,,,
nexigo,sweep,ir,ir/frame19.pgm,short,1,0.9395,61.0,268,146,392,270
nexigo,sweep,ir,ir/frame19.pgm,full,1,0.8546,61.0,234,143,357,266
nexigo,sweep,ir,ir/frame20.pgm,short,0,,4.5,,,,
nexigo,sweep,ir,ir/frame20.pgm,full,0,,4.5,,,,
nexigo,sweep,ir,ir/frame21.pgm,short,1,0.9096,57.7,259,143,386,270
nexigo,sweep,ir,ir/frame21.pgm,full,1,0.8948,57.7,232,143,357,268
nexigo,sweep,ir,ir/frame22.pgm,short,0,,4.1,,,,
nexigo,sweep,ir,ir/frame22.pgm,full,0,,4.1,,,,
nexigo,sweep,ir,ir/frame23.pgm,short,1,0.9105,54.9,264,149,380,265
nexigo,sweep,ir,ir/frame23.pgm,full,1,0.8524,54.9,234,142,358,266
